cdmTableName,cdmFieldName,conceptId,conceptName,unitConceptId,unitConceptName,plausibleValueLow,plausibleValueLowThreshold,plausibleValueLowNotes,plausibleValueHigh,plausibleValueHighThreshold,plausibleValueHighNotes,plausibleGender,plausibleGenderUseDescendants,plausibleGenderThreshold,plausibleGenderUseDescendantsThreshold,plausibleGenderNotes,isTemporallyConstant,isTemporallyConstantThreshold,isTemporallyConstantNotes,validPrevalenceLow,validPrevalenceLowThreshold,validPrevalenceLowNotes,validPrevalenceHigh,validPrevalenceHighThreshold,validPrevalenceHighNotes,plausibleUnitConceptIds,plausibleUnitConceptIdsThreshold,plausibleUnitConceptIdsNotes,conceptStats,conceptStatsThreshold,conceptStatsNotes,numericStats,numericStatsThreshold,numericStatsNotes,IntraProcedure,additionalSQLFilters
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3020416,Erythrocytes [#/volume] in Blood by Automated count,,,,,,,,,,,,,,,,,,,,,,,"44777575,8734,8815,8647,8931,8785",5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3035583,Leukocytes [#/area] in Urine sediment by Microscopy high power field,,,,,,,,,,,,,,,,,,,,,,,"8786,8889",5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3035995,Alkaline phosphatase [Enzymatic activity/volume] in Serum or Plasma,,,,,,,,,,,,,,,,,,,,,,,"8645,8923",5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3038553,Body mass index (BMI) [Ratio],,,,,,,,,,,,,,,,,,,,,,,9531,5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,35610320,Diastolic arterial pressure,,,,,,,,,,,,,,,,,,,,,,,8876,5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3001490,Nucleated erythrocytes [#/volume] in Blood,,,,,,,,,,,,,,,,,,,,,,,"8784,8848,8961,9444",5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,4195214,Cholesterol/HDL ratio measurement,,,,,,,,,,,,,,,,,,,,,,,"8523,8554,8596,-1",5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,36306178,"Glomerular filtration rate/1.73 sq M.predicted among blacks [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (CKD-EPI)",,,,,,,,,,,,,,,,,,,,,,,"720870,8795",5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,37393850,MCHC - Mean corpuscular haemoglobin concentration,,,,,,,,,,,,,,,,,,,,,,,"8636,8713,8554,8753",5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3004501,Glucose [Mass/volume] in Serum or Plasma,,,,,,,,,,,,,,,,,,,,,,,"8840,8753",5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3008598,Thyroxine (T4) free [Mass/volume] in Serum or Plasma,,,,,,,,,,,,,,,,,,,,,,,"8817,8845,8725",5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3018010,Neutrophils/100 leukocytes in Blood,,,,,,,,,,,,,,,,,,,,,,,"8554,-1",5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3022192,Triglyceride [Mass/volume] in Serum or Plasma,,,,,,,,,,,,,,,,,,,,,,,"8840,8753",5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,4151768,Pack years,,,,,,,,,,,,,,,,,,,,,,,"9448,-1",5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,4197602,Serum TSH measurement,,,,,,,,,,,,,,,,,,,,,,,"8719,9040,9093,44777578,8750,8923,44777583",5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,46236952,"Glomerular filtration rate/1.73 sq M.predicted [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (MDRD)",,,,,,,,,,,,,,,,,,,,,,,"720870,8795",5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3006906,Calcium [Mass/volume] in Serum or Plasma,,,,,,,,,,,,,,,,,,,,,,,8840,5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3007070,Cholesterol in HDL [Mass/volume] in Serum or Plasma,,,,,,,,,,,,,,,,,,,,,,,8840,5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3020460,C reactive protein [Mass/volume] in Serum or Plasma,,,,,,,,,,,,,,,,,,,,,,,"8751,8840",5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3023314,Hematocrit [Volume Fraction] of Blood by Automated count,,,,,,,,,,,,,,,,,,,,,,,"44777604,8554",5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3035941,MCH [Entitic mass],,,,,,,,,,,,,,,,,,,,,,,"8564,9655",5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3037072,Urobilinogen [Mass/volume] in Urine by Test strip,,,,,,,,,,,,,,,,,,,,,,,8840,5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,4151358,Hematocrit determination,,,,,,,,,,,,,,,,,,,,,,,"44777604,8554,8523",5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,4194332,Monocyte count,,,,,,,,,,,,,,,,,,,,,,,"8784,8848,8961,9444",5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3001123,Platelet mean volume [Entitic volume] in Blood,,,,,,,,,,,,,,,,,,,,,,,8583,5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3012888,Diastolic blood pressure,,,,,,,,,,,,,,,,,,,,,,,8876,5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3013707,Erythrocyte sedimentation rate by Westergren method,,,,,,,,,,,,,,,,,,,,,,,8752,5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3037511,Lymphocytes/100 leukocytes in Blood by Automated count,,,,,,,,,,,,,,,,,,,,,,,8554,5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3040168,Immature granulocytes [#/volume] in Blood,,,,,,,,,,,,,,,,,,,,,,,"8848,8961,9444",5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,4097430,Sodium measurement,,,,,,,,,,,,,,,,,,,,,,,"8753,9557",5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3005424,Body surface area,,,,,,,,,,,,,,,,,,,,,,,8617,5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3013603,Prostate specific Ag [Mass/volume] in Serum or Plasma,,,,,,,,,,,,,,,,,,,,,,,"8748,8842",5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3020509,Albumin/Globulin [Mass Ratio] in Serum or Plasma,,,,,,,,,,,,,,,,,,,,,,,"8523,8554,8596,-1",5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3036277,Body height,,,,,,,,,,,,,,,,,,,,,,,"8582,9327,9330,9546",5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,4301868,Pulse rate,,,,,,,,,,,,,,,,,,,,,,,"8483,8541,8581",5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,40762636,Body mass index (BMI) [Percentile],,,,,,,,,,,,,,,,,,,,,,,8554,5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,40765040,25-Hydroxyvitamin D3+25-Hydroxyvitamin D2 [Mass/volume] in Serum or Plasma,,,,,,,,,,,,,,,,,,,,,,,"8842,8845",5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3024386,Platelet mean volume [Entitic volume] in Blood by Rees-Ecker,,,,,,,,,,,,,,,,,,,,,,,8583,5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3009201,Thyrotropin [Units/volume] in Serum or Plasma,,,,,,,,,,,,,,,,,,,,,,,"44777578,8719,9040,9093,8860",5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3024731,MCV [Entitic volume],,,,,,,,,,,,,,,,,,,,,,,8583,5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3050479,Immature granulocytes/100 leukocytes in Blood,,,,,,,,,,,,,,,,,,,,,,,"8554,-1",5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,4012479,Low density lipoprotein cholesterol measurement,,,,,,,,,,,,,,,,,,,,,,,"8636,8753,8840",5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,4152194,Systolic blood pressure,,,,,,,,,,,,,,,,,,,,,,,8876,5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,37393840,Haematocrit,,,,,,,,,,,,,,,,,,,,,,,"44777604,8523,8554,-1",5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3000593,Cobalamin (Vitamin B12) [Mass/volume] in Serum or Plasma,,,,,,,,,,,,,,,,,,,,,,,"8845,8725",5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3002888,Erythrocyte distribution width [Entitic volume],,,,,,,,,,,,,,,,,,,,,,,8583,5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3010910,Erythrocytes [#/volume] in Body fluid,,,,,,,,,,,,,,,,,,,,,,,"8647,8785,8815,8931,8784,8848,9257",5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3013290,Carbon dioxide [Partial pressure] in Blood,,,,,,,,,,,,,,,,,,,,,,,8876,5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3027970,Globulin [Mass/volume] in Serum by calculation,,,,,,,,,,,,,,,,,,,,,,,"8636,8713,8950",5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,4239408,Heart rate,,,,,,,,,,,,,,,,,,,,,,,"8483,8541,8581",5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3010813,Leukocytes [#/volume] in Blood,,,,,,,,,,,,,,,,,,,,,,,"44777588,8848,8961,9444,8647",5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3023103,Potassium [Moles/volume] in Serum or Plasma,,,,,,,,,,,,,,,,,,,,,,,"8753,9557",5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,4030871,Red blood cell count,,,,,,,,,,,,,,,,,,,,,,,"8734,8815,8931,9444,9445",5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,4154790,Diastolic blood pressure,,,,,,,,,,,,,,,,,,,,,,,8876,5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,4217013,Systolic arterial pressure,,,,,,,,,,,,,,,,,,,,,,,8876,5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3001318,Cholesterol.total/Cholesterol in HDL [Percentile],,,,,,,,,,,,,,,,,,,,,,,"8554,8596,-1",5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3004249,Systolic blood pressure,,,,,,,,,,,,,,,,,,,,,,,8876,5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3009596,Cholesterol in VLDL [Mass/volume] in Serum or Plasma by calculation,,,,,,,,,,,,,,,,,,,,,,,"8576,8840",5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3025315,Body weight,,,,,,,,,,,,,,,,,,,,,,,"8739,9346,9373,9529",5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3053283,"Glomerular filtration rate/1.73 sq M.predicted among blacks [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (MDRD)",,,,,,,,,,,,,,,,,,,,,,,"720870,8795",5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,4008265,Total cholesterol measurement,,,,,,,,,,,,,,,,,,,,,,,"8736,8753,8840",5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,36303797,"Glomerular filtration rate/1.73 sq M.predicted among non-blacks [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (CKD-EPI)",,,,,,,,,,,,,,,,,,,,,,,"720870,8795",5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,37398460,Serum alkaline phosphatase level,,,,,,,,,,,,,,,,,,,,,,,"32995,8645,8923",5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3013682,Urea nitrogen [Mass/volume] in Serum or Plasma,,,,,,,,,,,,,,,,,,,,,,,8840,5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3026361,Erythrocytes [#/volume] in Blood,,,,,,,,,,,,,,,,,,,,,,,"32706,8785,8815,8931",5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3027018,Heart rate,,,,,,,,,,,,,,,,,,,,,,,"8483,8541,-1",5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,4013965,"Oxygen saturation measurement, arterial",,,,,,,,,,,,,,,,,,,,,,,8554,5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3013429,Basophils [#/volume] in Blood by Automated count,,,,,,,,,,,,,,,,,,,,,,,"8784,8816,8848,8961,9436,9444,8785",5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3023599,MCV [Entitic volume] by Automated count,,,,,,,,,,,,,,,,,,,,,,,8583,5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3036588,Neutrophil cytoplasmic Ab.perinuclear [Presence] in Serum,,,,,,,,,,,,,,,,,,,,,,,"8525,-1",5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,4298431,White blood cell count,,,,,,,,,,,,,,,,,,,,,,,"8848,8961,9444,8784,8785",5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3017732,Neutrophils [#/volume] in Blood,,,,,,,,,,,,,,,,,,,,,,,"8848,8961,9444",5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3024561,Albumin [Mass/volume] in Serum or Plasma,,,,,,,,,,,,,,,,,,,,,,,"8636,8713",5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3034639,Hemoglobin A1c [Mass/volume] in Blood,,,,,,,,,,,,,,,,,,,,,,,"8713,8840,9579,8923",5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3013650,Neutrophils [#/volume] in Blood by Automated count,,,,,,,,,,,,,,,,,,,,,,,"8784,8848,8961,9444,8647,8785",5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3021886,Globulin [Mass/volume] in Serum,,,,,,,,,,,,,,,,,,,,,,,"8636,8713,8950",5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,4254663,Lymphocyte count,,,,,,,,,,,,,,,,,,,,,,,"8848,9444,8961",5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3001420,Magnesium [Mass/volume] in Serum or Plasma,,,,,,,,,,,,,,,,,,,,,,,8840,5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3007461,Platelets [#/volume] in Blood,,,,,,,,,,,,,,,,,,,,,,,"8848,8961,9444,32706",5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3012030,MCH [Entitic mass] by Automated count,,,,,,,,,,,,,,,,,,,,,,,8564,5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,40764999,"Glomerular filtration rate/1.73 sq M.predicted [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (CKD-EPI)",,,,,,,,,,,,,,,,,,,,,,,"720870,8795",5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3008893,Testosterone [Mass/volume] in Serum or Plasma,,,,,,,,,,,,,,,,,,,,,,,"8817,8842",5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3016723,Creatinine [Mass/volume] in Serum or Plasma,,,,,,,,,,,,,,,,,,,,,,,"8840,8749",5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3026910,Gamma glutamyl transferase [Enzymatic activity/volume] in Serum or Plasma,,,,,,,,,,,,,,,,,,,,,,,"8645,8923",5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3033575,Monocytes [#/volume] in Blood by Automated count,,,,,,,,,,,,,,,,,,,,,,,"8784,8816,8848,8961,9436,9444,8785,8647",5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3041084,Immature granulocytes [#/volume] in Blood by Automated count,,,,,,,,,,,,,,,,,,,,,,,"8848,8961,9444",5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,4184637,Hemoglobin A1c measurement,,,,,,,,,,,,,,,,,,,,,,,"8554,8632,8737,9579",5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,4313591,Respiratory rate,,,,,,,,,,,,,,,,,,,,,,,"8483,8541",5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,37393851,MCV - Mean corpuscular volume,,,,,,,,,,,,,,,,,,,,,,,8583,5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,1619025,"Glomerular filtration rate/1.73 sq M.predicted [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (CKD-EPI 2021)",,,,,,,,,,,,,,,,,,,,,,,"720870,8795",5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3013869,Basophils/100 leukocytes in Blood by Automated count,,,,,,,,,,,,,,,,,,,,,,,8554,5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3035472,Albumin/Protein.total in Serum or Plasma,,,,,,,,,,,,,,,,,,,,,,,"8554,-1",5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3039000,Anion gap in Blood,,,,,,,,,,,,,,,,,,,,,,,"8753,9557",5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3000905,Leukocytes [#/volume] in Blood by Automated count,,,,,,,,,,,,,,,,,,,,,,,"8816,8848,8961,9436,9444",5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3015632,"Carbon dioxide, total [Moles/volume] in Serum or Plasma",,,,,,,,,,,,,,,,,,,,,,,"8753,9557",5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3032710,Calcium.ionized/Calcium.total corrected for albumin in Blood,,,,,,,,,,,,,,,,,,,,,,,"8554,-1",5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,4197971,HbA1c measurement (DCCT aligned),,,,,,,,,,,,,,,,,,,,,,,"8554,8632,8737",5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,42869452,Immature granulocytes/100 leukocytes in Blood by Automated count,,,,,,,,,,,,,,,,,,,,,,,"8554,-1",5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
MEASUREMENT,MEASUREMENT_CONCEPT_ID,3002109,Cholesterol in LDL/Cholesterol in HDL [Mass Ratio] in Serum or Plasma,,,,,,,,,,,,,,,,,,,,,,,"8523,8596,8606,-1",5.0,Approved UNIT_CONCEPT_IDs for the given MEASUREMENT_CONCEPT_ID,,,,,,,,
